,relevance_r,relevance_g,relevance_b,group,r_0,g_0,b_0,r_1,g_1,b_1,r_2,g_2,b_2,r_3,g_3,b_3,r_4,g_4,b_4,r_5,g_5,b_5,r_6,g_6,b_6,r_7,g_7,b_7,r_8,g_8,b_8,r_9,g_9,b_9
16893,0,0,0,3,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7,8,4,5
16894,0,0,0,4,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7,8,4,5
16895,0,0,0,5,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7,8,4,5
16896,0,0,0,6,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7,8,4,5
16897,3,5,3,7,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7,8,4,5
16898,0,0,0,8,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7,8,4,5
16899,3,3,5,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7,8,4,5
16900,0,0,0,0,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16901,0,0,0,1,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16902,0,0,0,2,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16903,0,0,0,3,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16904,5,3,3,4,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16905,0,0,0,5,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16906,3,5,3,6,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16907,0,0,0,7,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16908,3,3,5,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16909,0,0,0,9,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0,0,1,7
16910,0,0,0,0,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16911,0,0,0,1,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16912,0,0,0,2,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16913,0,0,0,3,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16914,0,0,0,4,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16915,0,0,0,5,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16916,0,0,0,6,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16917,0,0,0,7,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16918,5,5,3,8,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16919,3,3,5,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1,5,1,0
16920,0,0,0,0,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16921,0,0,0,1,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16922,5,3,3,2,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16923,0,0,0,3,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16924,0,0,0,4,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16925,0,0,0,5,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16926,0,0,0,6,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16927,0,0,0,7,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16928,3,3,5,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16929,3,5,3,9,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1,9,1,1
16930,0,0,0,0,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16931,3,5,3,1,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16932,3,3,5,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16933,0,0,0,3,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16934,0,0,0,4,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16935,0,0,0,5,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16936,5,3,3,6,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16937,0,0,0,7,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16938,0,0,0,8,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16939,0,0,0,9,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4,2,8,1
16940,0,0,0,0,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16941,0,0,0,1,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16942,3,5,3,2,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16943,3,3,5,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16944,0,0,0,4,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16945,0,0,0,5,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16946,0,0,0,6,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16947,0,0,0,7,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16948,5,3,3,8,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16949,0,0,0,9,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0,5,3,4
16950,0,0,0,0,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16951,5,3,3,1,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16952,0,0,0,2,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16953,0,0,0,3,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16954,0,0,0,4,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16955,0,0,0,5,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16956,0,0,0,6,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16957,0,0,0,7,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16958,3,5,5,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16959,0,0,0,9,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9,6,4,0
16960,3,3,5,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16961,0,0,0,1,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16962,5,3,3,2,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16963,3,5,3,3,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16964,0,0,0,4,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16965,0,0,0,5,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16966,0,0,0,6,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16967,0,0,0,7,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16968,0,0,0,8,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16969,0,0,0,9,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8,6,6,9
16970,3,3,5,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16971,0,0,0,1,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16972,0,0,0,2,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16973,3,5,3,3,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16974,0,0,0,4,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16975,0,0,0,5,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16976,0,0,0,6,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16977,0,0,0,7,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16978,5,3,3,8,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16979,0,0,0,9,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4,3,4,8
16980,5,3,3,0,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16981,0,0,0,1,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16982,3,3,5,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16983,0,0,0,3,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16984,0,0,0,4,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16985,0,0,0,5,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16986,3,5,3,6,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16987,0,0,0,7,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16988,0,0,0,8,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16989,0,0,0,9,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9,2,1,4
16990,5,3,3,0,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16991,0,0,0,1,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16992,0,0,0,2,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16993,3,3,5,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16994,0,0,0,4,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16995,0,0,0,5,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16996,0,0,0,6,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16997,0,0,0,7,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16998,3,5,3,8,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
16999,0,0,0,9,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8,2,7,9
17000,0,0,0,0,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17001,0,0,0,1,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17002,5,3,3,2,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17003,0,0,0,3,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17004,3,3,5,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17005,0,0,0,5,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17006,0,0,0,6,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17007,0,0,0,7,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17008,3,5,3,8,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17009,0,0,0,9,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9,4,6,8
17010,0,0,0,0,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17011,0,0,0,1,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17012,0,0,0,2,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17013,5,3,3,3,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17014,0,0,0,4,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17015,0,0,0,5,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17016,3,5,3,6,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17017,3,3,5,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17018,0,0,0,8,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17019,0,0,0,9,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8,8,8,9
17020,5,3,3,0,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17021,3,5,3,1,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17022,0,0,0,2,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17023,3,3,5,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17024,0,0,0,4,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17025,0,0,0,5,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17026,0,0,0,6,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17027,0,0,0,7,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17028,0,0,0,8,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17029,0,0,0,9,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2,2,9,8
17030,0,0,0,0,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17031,5,3,3,1,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17032,0,0,0,2,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17033,0,0,0,3,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17034,3,3,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17035,3,5,3,5,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17036,0,0,0,6,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17037,0,0,0,7,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17038,0,0,0,8,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17039,0,0,0,9,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3,6,1,2
17040,3,5,3,0,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17041,0,0,0,1,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17042,0,0,0,2,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17043,5,3,3,3,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17044,3,3,5,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17045,0,0,0,5,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17046,0,0,0,6,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17047,0,0,0,7,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17048,0,0,0,8,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17049,0,0,0,9,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8,8,2,3
17050,0,0,0,0,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17051,3,3,5,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17052,0,0,0,2,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17053,0,0,0,3,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17054,0,0,0,4,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17055,0,0,0,5,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17056,5,3,3,6,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17057,0,0,0,7,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17058,3,5,3,8,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17059,0,0,0,9,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0,1,8,8
17060,0,0,0,0,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17061,0,0,0,1,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17062,3,3,5,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17063,0,0,0,3,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17064,3,5,3,4,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17065,0,0,0,5,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17066,5,3,3,6,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17067,0,0,0,7,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17068,0,0,0,8,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17069,0,0,0,9,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0,2,3,0
17070,0,0,0,0,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17071,0,0,0,1,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17072,0,0,0,2,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17073,0,0,0,3,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17074,0,0,0,4,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17075,5,3,3,5,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17076,3,5,3,6,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17077,3,3,5,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17078,0,0,0,8,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17079,0,0,0,9,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2,8,3,0
17080,0,0,0,0,5,6,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2
17081,0,0,0,1,5,6,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2
17082,5,3,3,2,5,6,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2
17083,3,5,3,3,5,6,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2
17084,0,0,0,4,5,6,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2
17085,0,0,0,5,5,6,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2
17086,0,0,0,6,5,6,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2
17087,0,0,0,7,5,6,7,6,4,2,6,8,1,3,0,4,1,5,4,0,1,3,3,6,7,2,8,4,0,8,3,0,6,2
